bodyPart,equipment,gifUrl,id,name,target,instructions
back,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0761.gif,761,smith narrow row,upper back,"<ol>
  <li>Position yourself in front of a Smith machine with the bar set at waist height.</li>
  <li>Grasp the bar with an overhand grip that is slightly narrower than shoulder-width apart.</li>
  <li>Step back a few feet from the bar and keep your feet shoulder-width apart.</li>
  <li>Engage your core and keep your back straight as you pull the bar towards your waist.</li>
  <li>Keep your elbows close to your body and squeeze your shoulder blades together as you pull the bar towards you.</li>
  <li>Pause for a moment at the top of the movement, then slowly lower the bar back to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>When finished, carefully rack the bar and stretch out your back and shoulders.</li>
</ol>"
back,smith machine,http://d205bpvrqc9yn1.cloudfront.net/1360.gif,1360,smith one arm row,upper back,"<ol>
  <li>Stand next to a flat bench with a dumbbell in one hand.</li>
  <li>Place the knee closest to the bench on the bench and bend your torso forward so that your back is parallel to the floor.</li>
  <li>Place your free hand on the bench for support.</li>
  <li>Begin with your arm extended downwards towards the floor.</li>
  <li>Slowly pull the dumbbell up towards your chest, keeping your elbow close to your body.</li>
  <li>Pause at the top of the movement and squeeze your back muscles.</li>
  <li>Lower the weight back down to the starting position.</li>
  <li>Complete the desired number of reps before switching sides and repeating the exercise with the other arm.</li>
</ol>"
lower legs,smith machine,http://d205bpvrqc9yn1.cloudfront.net/1393.gif,1393,smith one leg floor calf raise,calves,"<ol>
  <li>Begin by standing in front of a sturdy object, such as a Smith machine or a wall, with one hand resting on it for balance.</li>
  <li>Place the ball of your foot on a raised surface, such as a weight plate or a step, with your heel hanging off the edge.</li>
  <li>Slowly lower your heel towards the ground, feeling a stretch in your calf muscle.</li>
  <li>Push up onto the ball of your foot, using your calf muscle to lift your body up as high as possible.</li>
  <li>Pause briefly at the top of the movement, then slowly lower back down to the starting position.</li>
  <li>Repeat for the desired number of repetitions, then switch legs and repeat.</li>
  <li>For added resistance, hold a dumbbell in the hand opposite the working leg.</li>
  <li>Remember to keep your core engaged and maintain proper posture throughout the exercise.</li>
</ol>"
shoulders,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0762.gif,762,smith rear delt row,delts,"<ol>
  <li>Adjust the height of the Smith machine bar to chest level.</li>
  <li>Stand facing the machine and grip the bar with an overhand grip, hands shoulder-width apart.</li>
  <li>Step back to create tension in the bar and engage your core.</li>
  <li>Keeping your chest up and your back straight, pull the bar towards your chest, squeezing your shoulder blades together.</li>
  <li>Pause for a moment at the top of the movement, then slowly lower the bar back to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>Remember to keep your elbows close to your body throughout the movement and to avoid using momentum to complete the exercise.</li>
  <li>Once you have completed your set, carefully rack the bar and rest for 30-60 seconds before beginning your next set.</li>
  <li>You can increase the intensity of the exercise by using heavier weights or by incorporating pauses or holds at the top of the movement.</li>
</ol>"
lower legs,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0763.gif,763,smith reverse calf raises,calves,"<ol>
<li>Position yourself on the Smith machine by standing with your back against the bar and placing the balls of your feet on a raised platform or weight plates.</li>
<li>Grasp the bar with your hands and engage your core.</li>
<li>Lift your heels off the platform, keeping your legs straight, until you are standing on your toes.</li>
<li>Slowly lower your heels back down towards the platform, keeping your legs straight. This is one rep.</li>
<li>Complete 3 sets of 12-15 reps, resting for 30 seconds between sets.</li>
<li>To increase the difficulty, add weight to the bar or use a higher platform.</li>
</ol>"
lower legs,smith machine,http://d205bpvrqc9yn1.cloudfront.net/1394.gif,1394,smith reverse calf raises,calves,"<ol>
  <li>Stand facing a Smith machine with the barbell resting on the supports behind your ankles.</li>
  <li>Place the balls of your feet on a raised surface, such as a block or step, with your heels hanging off the edge.</li>
  <li>Grasp the barbell with an overhand grip, with your hands shoulder-width apart.</li>
  <li>Keeping your legs straight, raise your heels as high as possible by contracting your calf muscles.</li>
  <li>Lower your heels back down to the starting position, feeling a stretch in your calves.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>Adjust the weight on the barbell as necessary to increase or decrease the intensity of the exercise.</li>
  <li>Be sure to maintain proper form throughout the exercise, keeping your core engaged and your back straight.</li>
  <li>Finish the exercise by safely returning the barbell to the supports and stepping down from the raised surface.</li>
</ol>"
back,smith machine,http://d205bpvrqc9yn1.cloudfront.net/1361.gif,1361,smith reverse grip bent over row,upper back,"<ol>
  <li>Stand in front of a loaded barbell with your feet shoulder-width apart.</li>
  <li>Bend your knees slightly and hinge forward at the hips, keeping your back straight and your chest lifted.</li>
  <li>Grasp the barbell with an underhand grip, with your hands shoulder-width apart.</li>
  <li>Engage your core and pull the barbell towards your chest, keeping your elbows close to your body.</li>
  <li>Pause at the top of the movement and squeeze your shoulder blades together.</li>
  <li>Slowly lower the barbell back down to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
</ol>"
chest,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0764.gif,764,smith reverse-grip press,pectorals,"<ol>
  <li>Start by sitting on a smith machine bench, facing the bar with your feet flat on the ground.</li>
  <li>Grasp the bar with an underhand grip, with your hands shoulder-width apart and your palms facing towards you.</li>
  <li>Engage your core and press the bar upwards, extending your arms fully.</li>
  <li>Lower the bar back down to your chest, keeping your elbows tucked in close to your body.</li>
  <li>Repeat the movement for your desired number of reps.</li>
  <li>Remember to maintain proper form throughout the exercise, keeping your back straight and your shoulders relaxed.</li>
  <li>Once you have completed your set, carefully rack the bar back onto the smith machine.</li>
</ol>"
lower legs,smith machine,http://d205bpvrqc9yn1.cloudfront.net/1395.gif,1395,smith seated one leg calf raise,calves,"<ol>
  <li>Start by sitting on a bench or chair with your back straight and your feet flat on the ground.</li>
  <li>Place the ball of one foot on the edge of a weight plate or block, with your heel hanging off the edge.</li>
  <li>Place the barbell across your thighs, just above your knees.</li>
  <li>Grasp the barbell with both hands, palms facing down.</li>
  <li>Slowly raise your heel as high as possible, keeping your toes on the weight plate or block.</li>
  <li>Pause at the top of the movement, then slowly lower your heel back down until it is below the edge of the weight plate or block.</li>
  <li>Repeat for the desired number of repetitions, then switch to the other leg.</li>
  <li>Remember to keep your back straight and your core engaged throughout the exercise.</li>
  <li>Use a weight that is challenging but allows you to maintain proper form.</li>
  <li>Perform 2-3 sets of 10-15 repetitions on each leg.</li>
</ol>"
shoulders,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0765.gif,765,smith seated shoulder press,delts,"<ol>
  <li>Adjust the seat height so that the handles are at shoulder level when seated.</li>
  <li>Sit on the machine with your back flat against the pad and your feet flat on the floor.</li>
  <li>Grasp the handles with an overhand grip and lift them off the rack, extending your arms fully.</li>
  <li>Inhale and slowly lower the handles towards your shoulders, keeping your elbows slightly in front of your body.</li>
  <li>Pause briefly at the bottom of the movement, then exhale and press the handles back up to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>When finished, carefully rack the handles back onto the machine.</li>
  <li>Stretch your shoulders and upper back to cool down.</li>
</ol>"
lower arms,smith machine,http://d205bpvrqc9yn1.cloudfront.net/1426.gif,1426,smith seated wrist curl,forearms,"<ol>
  <li>Start by sitting on a bench with your forearms resting on the padded surface of the Smith machine bar.</li>
  <li>Grasp the bar with an underhand grip, keeping your hands shoulder-width apart.</li>
  <li>Slowly lift the bar by flexing your wrists, keeping your forearms firmly planted on the bench.</li>
  <li>Once your wrists are fully flexed, hold the position for a second before slowly lowering the bar back down to the starting position.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>Make sure to keep your elbows and upper arms stationary throughout the exercise.</li>
  <li>Adjust the weight on the machine as necessary.</li>
  <li>When finished, carefully release the bar and stand up from the bench.</li>
</ol>"
